113	95;
113	59;
113	70;
113	17;
113	87;
113	76;
113	65;
113	96;
114	83;
114	88;
114	110;
114	53;
114	49;
114	73;
114	46;
114	67;
114	58;
114	15;
114	104;
